Thread,Index,Word,Label
35,12,ไทย,LOCATION
35,59,กรุงเทพ,LOCATION
35,61,อยุธยา,LOCATION
35,74,ภูเก็ต,LOCATION
35,78,กระบี่,LOCATION
35,90,กระบี่,LOCATION
35,92,เชียงใหม่,LOCATION
35,99,เชียงใหม่,LOCATION
35,106,ปาย,LOCATION
35,110,กรุงเทพ,LOCATION
38,302,ราชบุรี,LOCATION
38,312,วัดหนองหอย,LOCATION
39,10,เชียงใหม่,LOCATION
39,23,เชียงใหม่,LOCATION
39,241,ตลาดประตูเมืองเชียงใหม่,LOCATION
39,250,ไนท์บาซ่า,LOCATION
39,301,ตลาดประตูเชียงใหม่,LOCATION
39,335,สวนสาธารณะหนองบวกหาด,LOCATION
39,367,เซ็นทรัลเฟสติวอลเชียงใหม่,LOCATION
39,412,ไนท์ซาฟารี,LOCATION
39,569,ไนท์บาซ่า,LOCATION
39,742,ดอยสุเทพ,LOCATION
39,1078,พระตำหนักภูพิงค์,LOCATION
39,1127,ดอยสุเทพ,LOCATION
39,1178,ดอยสุเทพ,LOCATION
39,1320,สวนสัตว์เชียงใหม่,LOCATION
39,1541,ตลาดประตูเชียงใหม่,LOCATION
39,1573,ตลาดไนท์บาซ่า,LOCATION
39,1631,ดอยอิ,LOCATION
39,1674,อุทยานราชพฤกษ์,LOCATION
39,1798,ตลาดวโรรส,LOCATION
39,1988,เชียงใหม่,LOCATION
39,2090,ไนท์ซาฟารี,LOCATION
40,15,ไทย,LOCATION
41,17,เมืองไทย,LOCATION
42,15,กรุงเทพ,LOCATION
42,25,สุพรรณบุรี,LOCATION
42,75,หมู่บ้านมังกรสวรรค์,LOCATION
42,88,หมู่บ้านมังกรสวรรค์,LOCATION
42,93,ศาลเจ้าพ่อหลักเมือง,LOCATION
42,95,พิพิธภัณฑ์ลูกหลานพันมังกร,LOCATION
42,112,หมู่บ้านมังกรสวรรค์,LOCATION
42,145,สุพรรณบุรี,LOCATION
42,193,หมู่บ้านมังกรสวรรค์,LOCATION
42,220,ศาลเจ้าพ่อหลักเมือง,LOCATION
42,257,พิพิธภัณฑ์ลูกหลานพันธุ์มังกร,LOCATION
42,344,หมู่บ้านมังกรสวรรค์,LOCATION
42,348,ศาลเจ้าพ่อหลักเมือง,LOCATION
42,351,พิพิธภัณฑ์ลูกหลานพันธุ์มังกร,LOCATION
42,378,วัดพระศรีรัตนมหาธาตุ,LOCATION
42,388,สุพรรณบุรี,LOCATION
42,411,วัดพระศรีรัตนมหาธาตุ ,LOCATION
42,419,คุ้มขุนแผน,LOCATION
42,427,คุ้มขุนแผน,LOCATION
42,460,แม่น้ำท่าจีน,LOCATION
42,550,หอคอยบรรหาร,LOCATION
42,573,เมืองสุพรรณ,LOCATION
42,635,วัดป่าเลไลย์,LOCATION
42,711,พิพิธภัณฑ์สถานแห่งชาติสุพรรณบุรี,LOCATION
42,719,ศูนย์ราชการ,LOCATION
42,767,พิพิธภัณฑ์สถานแห่งชาติ,LOCATION
42,783,อ.ศรีประจัน,LOCATION
42,790,หมู่บ้านควาย,LOCATION
42,833,ตลาดร้อยปีสามชุก,LOCATION
42,853,อ.สามชุก,LOCATION
42,884,แม่น้ำท่าจีน,LOCATION
42,888,เรือนไทยสาคร,LOCATION
43,4,ตลาดน้ำ,LOCATION
44,24,เชียงใหม่,LOCATION
45,27,ศูนย์การประชุมแห่งชาติสิริกิติ์,LOCATION
46,13,อำเภอแม่สอด จ.ตาก,LOCATION
46,30,แม่สอด,LOCATION
46,79,แม่สอด,LOCATION
46,86,แม่สอด,LOCATION
46,258,สนามบินแม่สอด,LOCATION
46,638,วัดไทยสามัคคี,LOCATION
46,757,เมียวดี คอมเพล็กซ์,LOCATION
46,860,สนามบินแม่สอด,LOCATION
46,888,เมียวดี,LOCATION
46,912,ไทย,LOCATION
46,916,พม่า,LOCATION
46,929,ไทย,LOCATION
46,1142,เมียวดี,LOCATION
46,1145,เมียวดีคอมเพล็กซ์,LOCATION
46,1257,เมียวดีคอมเพล็กซ์,LOCATION
46,1628,อ.แม่สอด จ.ตาก,LOCATION
46,1660,แม่สอด,LOCATION
46,2168,สนามบินแม่สอด,LOCATION
46,2282,ธาราสปา แม่สอด,LOCATION
46,2346,แม่สอด,LOCATION
47,48,สุราษฎร์ธานี,LOCATION
47,60,ประเทศไทย,LOCATION
47,82,หัวหิน จังหวัดประจวบฯ,LOCATION
47,96,สุราษฎร์ฯ,LOCATION
47,109,เขื่อนเชี่ยวหลาน,LOCATION
47,132,ศูนย์สิริกิตย์,LOCATION
47,325,สนามบินสุวรรณภูมิ,LOCATION
47,332,สนามบินสุราษฏ์ธานี,LOCATION
47,421,สนามบินสุราษฎร์ฯ,LOCATION
47,644,กาญฯ,LOCATION
47,752,เขาสามเกลอ,LOCATION
47,1802,สะพานแขวนเขารูปหัวใจ,LOCATION
47,1807,สันเขื่อนรัชชประภา,LOCATION
47,1821,สะพานแขวนเขารูปหัวใจ,LOCATION
47,1851,ศาลหลักเมือง,LOCATION
49,34,บ้านช้างทูน,LOCATION
49,74,บ้านช้างทูน,LOCATION
49,156,จังหวัดตราด,LOCATION
49,185,จังหวัดตราด,LOCATION
49,225,วัดหนองบอน,LOCATION
49,229,อ.บ่อไร่,LOCATION
49,235,พิพิธภัณฑ์พลอย,LOCATION
49,255,พิพิธภัณฑ์พลอย,LOCATION
49,341,แม่น้ำตราด,LOCATION
49,446,อ.บ่อไร่,LOCATION
49,678,พิพิธภัณฑ์พลอย,LOCATION
49,693,ชุมชนบ้านช้างทูน,LOCATION
49,700,นิเวศพิพิธภัณฑ์บ้านช้างทูน,LOCATION
49,715,บ้านช้างทูน,LOCATION
49,843,นิเวศพิพิธภัณฑ์บ้านช้างทูน,LOCATION
49,976,ศาลเจ้าพ่อหลักเมือง,LOCATION
49,1114,วัดบุปผาราม,LOCATION
49,1126,วัดปลายคลอง,LOCATION
49,1136,จังหวัดตราด,LOCATION
49,1464,วันบุปผาราม,LOCATION
49,1506,สวนสละสมโภชน์,LOCATION
49,2117,ชุมชนริมน้ำจันทบูร,LOCATION
49,2130,ชุมชนริมแม่น้ำจันทบุรี,LOCATION
49,2177,จันทบุรี,LOCATION
49,2203,จันทบุรี,LOCATION
49,2287,แม่น้ำจันทบุรี,LOCATION
49,2291,สะพานข้ามแม่น้ำจันทบุรี,LOCATION
49,2390,บ้านช้างทูน,LOCATION
49,2429,ตราด,LOCATION
49,2432,หมู่บ้านช้างทูน,LOCATION
49,2492,จ.ตราด,LOCATION
49,2517,อ.บ่อไร่ จ.ตราด,LOCATION
49,2527,วัดหนองบอน,LOCATION
49,2533,นิเวศพิพิธภัณฑ์ ชอง บ้านช้างทูน,LOCATION
49,2547,เมืองตราด,LOCATION
49,2552,ศาลเจ้าพ่อหลักเมืองตราด,LOCATION
49,2556,พระวัดบุปผาราม,LOCATION
49,2562,สวนสละสมโภชน์,LOCATION
50,704,กาญนะจ๊ะบุรี,LOCATION
50,713,อุทยานแห่งชาติ ทองผาภูมิ,LOCATION
50,752,ปิล็อค บ้านอีต่อง,LOCATION
50,765,อุทยานแห่งชาติทองผาภูมิ,LOCATION
50,773,เนินกูดดอย,LOCATION
51,30,ศูนย์การประชุมแห่งชาติสิริกิติ์,LOCATION
52,72,หัวหิน,LOCATION
52,75,เขาใหญ่,LOCATION
52,77,พัทยา,LOCATION
52,79,สวนผึ้ง,LOCATION
52,104,เชียงราย,LOCATION
52,111,น่าน,LOCATION
52,113,พะเยา,LOCATION
52,117,เชียงราย,LOCATION
52,122,เชียงใหม่,LOCATION
52,125,กรุงเทพ,LOCATION
52,173,น่าน,LOCATION
52,177,พะเยา,LOCATION
52,284,น่าน,LOCATION
52,311,เชียงราย,LOCATION
52,319,เชียงใหม่,LOCATION
52,344,น่าน,LOCATION
52,346,พะเยา,LOCATION
52,368,เชียงราย,LOCATION
52,377,เชียงใหม่,LOCATION
53,5,เชียงใหม่,LOCATION
53,81,ดอยอินทนนท์,LOCATION
53,87,อินทนนท์,LOCATION
53,105,อินทนนท์,LOCATION
53,108,กิ่วแม่ปาน,LOCATION
53,131,ดอยสุเทพ,LOCATION
53,139,ตัวเมืองเชียงใหม่,LOCATION
53,150,ประตูท่าแพ,LOCATION
53,164,ม่อนแจ่ม,LOCATION
53,179,อ่างขาง,LOCATION
53,186,เชียงดาว,LOCATION
53,219,กทม.,LOCATION
54,21,มหาวิทยาลัยนเรศวร ที่จังหวัดพิษณุโลก,LOCATION
54,265,สนามบินพิษณุโลก,LOCATION
54,334,ภูหินร่องกล้า,LOCATION
54,378,อุทยานภูหินร่องกล้า,LOCATION
54,404,ลานหินปุ่ม,LOCATION
54,414,ลานหิวปุ่ม,LOCATION
54,438,ผาหัวใจหิน,LOCATION
54,492,ลานหินปุ่ม,LOCATION
54,535,น้ำตกปอย,LOCATION
55,103,ศูนย์ประชุมแห่งชาติสิริกิติ์,LOCATION
55,803,บ้านน้ำเชี่ยว จังหวัดตราด,LOCATION
55,829,จังหวัดระยอง,LOCATION
55,841,สวนละไม,LOCATION
55,880,เกาะมันใน,LOCATION
55,884,เกาะมันกลาง,LOCATION
55,888,เกาะทะลุ,LOCATION
55,922,เกาะช้าง,LOCATION
55,958,เกาะกูดอ่าวพร้าวบีช,LOCATION
55,975,Ripleys Believe It or Not,LOCATION
55,988,ฮาร์เบอร์พัทยา,LOCATION
55,1000,สวนน้ำการ์ตูนเนตเวิร์ค,LOCATION
55,1022,Teddy Bear Mesuem Pattaya,LOCATION
55,1160,วังน้ำเขียว,LOCATION
55,1269,เกาะฮอร์สชู ทะเลพม่า,LOCATION
55,1288,กรุงเทพฯ,LOCATION
55,1298,Dinosaur Planet,LOCATION
55,1333,Snowtown เกตเวย์ เอกมัย,LOCATION
55,1349,เกาะเกร็ด,LOCATION
55,1365,ญี่ปุ่น,LOCATION
55,1370,ประเทศญี่ปุ่น,LOCATION
55,1382,โอกินาวา,LOCATION
55,1391,มาเก๊า,LOCATION
55,1392,ฮ่องกงดิสนีย์แลนด์,LOCATION
55,1394,ไต้หวัน,LOCATION
55,1396,รัสเซีย,LOCATION
55,1401,มัลดีฟส์,LOCATION
55,1461,อ่างทอง,LOCATION
55,1463,ลพบุรี,LOCATION
55,1465,ชัยนาท,LOCATION
55,1568,ไทย,LOCATION
55,1621,ศูนย์ประชุมแห่งชาติสิริกิติ์,LOCATION
55,1671,สถานีศูนย์ประชุมแห่งชาติสิริกิติ์,LOCATION
57,67,จันทบุรี,LOCATION
57,121,สมุทรปราการ,LOCATION
57,125,จันทบุรี,LOCATION
57,249,จันทบุรี,LOCATION
57,278,จังหวัดจันทบุรี,LOCATION
57,301,วัดเขาสุกิม,LOCATION
57,308,ตำบลเขาบายศรี อำเภอท่าใหม่,LOCATION
57,464,วัดเขาสุกิม,LOCATION
57,574,เมืองจันทบุรี,LOCATION
57,579,ศาลสมเด็จพระเจ้าตากสินมหาราช,LOCATION
57,584,ตำบลวังใหม่ อำเภอเมืองจันทบุรี,LOCATION
57,727,แฟมิลี่สแควร์,LOCATION
57,837,หาดแหลมสิงห์,LOCATION
57,1549,บางขุนเทียน,LOCATION
57,1925,อุทยานแห่งชาติน้ำตกพลิ้ว,LOCATION
57,1931,น้ำตกพลิ้ว,LOCATION
57,1936,ตำบลคมบาง อำเภอเมืองจันทบุรี,LOCATION
57,1967,น้ำตกพลิ้ว,LOCATION
