Thread,Index,Word,Label
9,1265,ภูเก็ต,LOCATION
9,1290,Phuket Old Town,LOCATION
9,1405,สามกอง,LOCATION
9,1410,สามกอง,LOCATION
9,1464,กทม.,LOCATION
9,1470,ร้าน แม่จู้,LOCATION
9,1480,ภูเก็ต,LOCATION
9,1489,ภูเก็ต,LOCATION
9,1523,สะพานสารสิน,LOCATION
9,1535,สะพานสารสิน,LOCATION
9,1556,สะพารสารสิน,LOCATION
9,1577,สะพานรักสารสิน,LOCATION
9,1610,ภูเก็ต,LOCATION
9,1628,เกาะ ไม้ท่อน,LOCATION
10,36,หลีเป๊ะ,LOCATION
10,119,เชียงใหม่,LOCATION
10,123,หาดใหญ่,LOCATION
10,191,หาดซันไรส์,LOCATION
10,196,หาดชาวเล,LOCATION
10,428,Koh Lipe Walking Street,LOCATION
10,439,หลีเป๊ะ,LOCATION
10,456,หาดใหญ่(สงขลา),LOCATION
10,470,ตลาดเกษตร,LOCATION
10,486,ตลาดเกษตร,LOCATION
10,494,ตลาดเกษตร,LOCATION
10,498,ท่าเรือปากบารา(สตูล),LOCATION
10,511,ท่าเรือปากบารา,LOCATION
10,517,เกาะหลีเป๊ะ,LOCATION
10,526,เกาะหลีเป๊ะ,LOCATION
10,621,หาดพัทยาบีช,LOCATION
10,629,หาดพัทยาบีช,LOCATION
10,712,หาดพัทยา,LOCATION
10,737,ท่าเรือปากบารา,LOCATION
10,742,เกาะหลีเป๊ะ,LOCATION
10,756,เกาะไข่,LOCATION
10,764,หลีเป๊ะ,LOCATION
10,994,หาดซันไรส์,LOCATION
10,999,หาดชาวเล,LOCATION
10,1026,หาดซันไรส์,LOCATION
10,1157,หาดชาวเล,LOCATION
10,1227,เชียงใหม่,LOCATION
10,1229,หาดใหญ่,LOCATION
10,1246,ตลาดเกษตร,LOCATION
10,1283,ตลาดเกษตร,LOCATION
10,1286,ท่าเรือปากบารา,LOCATION
10,1297,ท่าเรือปากบารา,LOCATION
10,1302,เกาะหลีเป๊ะ,LOCATION
10,1344,เกาะหลีเป๊ะ,LOCATION
10,1483,เกาะหลีเป๊ะ,LOCATION
10,1493,ท่าเรือปากบารา,LOCATION
10,1895,เกาะหลีเป๊ะ,LOCATION
10,1953,Walking Street ฝั่งหาดพัทยา,LOCATION
10,2035,หาดพัทยา,LOCATION
10,2087,เกาะหินซ้อน,LOCATION
10,2111,เกาะรอกลอย,LOCATION
10,2125,เกาะดง,LOCATION
10,2131,เกาะดง,LOCATION
10,2262,เกาะดง,LOCATION
10,2267,เกาะผึ้ง,LOCATION
10,2270,เกาะผึ้ง,LOCATION
10,2309,เกาะผึ้ง,LOCATION
10,2314,เกาะหินงาม,LOCATION
10,2372,ร่องน้ำจาบัง,LOCATION
10,2599,หลีเป๊ะ,LOCATION
10,2682,หลีเป๊ะ,LOCATION
