Thread_id,Thread_index,Index,Word,Label
37230161,4,4,กระบี่,LOCATION
37233347,5,61,เมกาบางนา,LOCATION
37223370,11,35,Safari World,LOCATION
37223370,11,149,Safari World,LOCATION
37223370,11,184,Safari World,LOCATION
37223370,11,192,99 99 ถนนปัญญาอินทรา แขวงคลองสามวา เขตสามวานอก กรุงเทพฯ,LOCATION
37223370,11,222,Safari World,LOCATION
37223370,11,1081,พัทยา,LOCATION
37223370,11,1434,จุตจักร,LOCATION
37223370,11,1590,Safari World,LOCATION
37223370,11,1786,รัชดา,LOCATION
37223370,11,2212,Safari World,LOCATION
37223370,11,2251,Safari World,LOCATION
37193771,13,2191,ลพบุรี,LOCATION
37193771,13,2193,อยุธยา,LOCATION
37193771,13,2195,สุโขทัย,LOCATION
37193771,13,2197,เชียงใหม่,LOCATION
37193771,13,2199,เชียงราย,LOCATION
37150758,14,11,บ้านรักไทย,LOCATION
37150758,14,58,แม่ฮ่องสอน,LOCATION
37150758,14,63,ปางอุ๋ง,LOCATION
37150758,14,65,บ้านรักไทย,LOCATION
37150758,14,72,ปาย,LOCATION
37150758,14,76,เชียงใหม่,LOCATION
37150758,14,80,เชียงดาว,LOCATION
37150758,14,84,แม่แตง,LOCATION
37150758,14,89,แม่ริม,LOCATION
37150758,14,101,บ้านรักไทย,LOCATION
37150758,14,165,ประเทศพม่า,LOCATION
37150758,14,694,แม่ฮ่องสอน,LOCATION
37150758,14,718,ปางอุ๋ง,LOCATION
37046486,16,57,อิมแพ็ค เมืองทองธานี,LOCATION
37056768,17,22,เมลเบิร์น ออสเตรเลีย,LOCATION
37056768,17,31,ประเทศไทย,LOCATION
37056768,17,42,เชียงราย,LOCATION
37056768,17,55,กรุงเทพ,LOCATION
37056768,17,62,เชียงราย,LOCATION
37056768,17,91,ศูนย์การประชุมแห่งชาติสิริกิติ์,LOCATION
37056768,17,96,เชียงราย,LOCATION
37056768,17,109,เชียงราย,LOCATION
37056768,17,178,ออสเตรเลีย,LOCATION
37056768,17,234,สวนสัตว์เขาดิน,LOCATION
37056768,17,247,กรุงเทพ,LOCATION
37056768,17,269,เมลเบิร์น,LOCATION
37056768,17,294,เชียงราย,LOCATION
37056768,17,303,เชียงราย,LOCATION
37056768,17,343,อนุสาวรีย์พ่อขุนเม็งราย,LOCATION
37056768,17,396,เชียงราย,LOCATION
37056768,17,425,วัดร่องขุ่น,LOCATION
37056768,17,434,วัดร่อง,LOCATION
37056768,17,625,สิงห์ปาร์ค,LOCATION
37056768,17,652,สิงห์ปาร์ค,LOCATION
37056768,17,787,สิงค์ปาร์ค,LOCATION
37056768,17,794,บ้านดำ,LOCATION
37056768,17,987,เชียงราย,LOCATION
37056768,17,1000,ไร่ชาฉุยฟง,LOCATION
37056768,17,1023,ออสเตรเลีย,LOCATION
37056768,17,1079,สามเหลี่ยมทองคำ,LOCATION
37056768,17,1100,เชียงราย,LOCATION
37056768,17,1176,วัดพระแก้ว,LOCATION
37056768,17,1230,วัดห้วยปลากั้ง,LOCATION
37056768,17,1322,วัดห้วยปลากั้ง,LOCATION
37056768,17,1416,วัดร่องเสือเต้น,LOCATION
37056768,17,1478,วัดร่องขุ่น,LOCATION
37056768,17,1586,เชียงราย,LOCATION
37056768,17,1640,เชียงราย,LOCATION
37056768,17,1645,พระตำหนักดอยตุง,LOCATION
37056768,17,1668,ดอยตุง,LOCATION
37056768,17,1690,พระตำหนักดอยตุง,LOCATION
37056768,17,1994,เชียงราย,LOCATION
37056768,17,2032,เชียงราย,LOCATION
37090333,18,7,ปางอุ๋ง,LOCATION
37090333,18,28,ปางอุ๋ง,LOCATION
37090333,18,53,ปางอุ๋ง,LOCATION
37068914,19,165,นาเฮียใช้ ต.บ้านโพธิ์ อ.เมือง จ.สุพรรณบุรี,LOCATION
37097958,20,0,จังหวัดพระนครศรีอยุธยา,LOCATION
37097958,20,28,อุทยานประวัติศาสตร์พระนครศรีอยุธยา,LOCATION
37097958,20,37,เกาะเมือง,LOCATION
37097958,20,42,เกาะเมือง,LOCATION
37097958,20,46,สะพานปรีดี,LOCATION
37097958,20,50,ศาลากลางจังหวัดหลังเก่า,LOCATION
37097958,20,56,ศาลหลักเมือง,LOCATION
37097958,20,59,คุ้มขุนแผน,LOCATION
37097958,20,62,วิหารพระมงคลบพิตร,LOCATION
37097958,20,67,วัดพระศรีสรรเพ็ชญ์,LOCATION
37097958,20,78,วัดพระราม,LOCATION
37097958,20,115,ตลาดย้อนยุค,LOCATION
37097958,20,118,ถนนคนเดิน,LOCATION
37097958,20,122,ถนนกินเส้น,LOCATION
37032964,21,19,เมืองไทย,LOCATION
37032964,21,51,ไทย,LOCATION
37032964,21,64,เกาหลี,LOCATION
37032964,21,72,อเมริกา,LOCATION
37032964,21,74,ญี่ปุ่น,LOCATION
37032964,21,93,เกาหลี,LOCATION
37032964,21,241,ประเทศไทย,LOCATION
37048572,22,48,เดอะไนท์ พระราม9 ,LOCATION
37046013,23,39,เกาะช้าง,LOCATION
37133463,24,52,วังน้ำเขียว,LOCATION
37133463,24,91,ม่อนแจ่ม,LOCATION
37083162,25,0,มหาสารคาม,LOCATION
37083162,25,52,กันทรวิชัย,LOCATION
37083162,25,55,เชียงยืน,LOCATION
37083162,25,61,บ้านหนองซอน,LOCATION
37083162,25,148,มหาสารคาม,LOCATION
37083162,25,164,ลาว,LOCATION
37083162,25,217,วัดป่าบ้านหนองซอน,LOCATION
37083162,25,327,พิษณุโลก,LOCATION
37083162,25,404,จ.มหาสารคาม,LOCATION
37083162,25,446,มหาสารคาม,LOCATION
37010980,26,9,จังหวัดอุบลราชธานี,LOCATION
37010980,26,44,ประเทศไทย,LOCATION
37010980,26,187,Palio เขาใหญ่,LOCATION
37019382,27,6,พัทยา,LOCATION
37019382,27,12,เชียงคาน,LOCATION
37019382,27,14,เวียงจันทร์,LOCATION
37019382,27,17,คำชะโนด,LOCATION
37019382,27,64,เชียงคาน,LOCATION
37019382,27,67,เชียงคาน,LOCATION
37019382,27,76,ริมโขง,LOCATION
37019382,27,80,วัดผาตากเสื้อ,LOCATION
37019382,27,86,หนองคาย,LOCATION
37019382,27,89,เวียงจันทร์,LOCATION
37019382,27,101,คำชะโนด,LOCATION
37019382,27,141,เชียงคาน,LOCATION
37019382,27,143,วัดผาตากเสื้อ,LOCATION
37019382,27,148,หนองคาย,LOCATION
37019382,27,151,เวียงจันทร์,LOCATION
37032293,28,158,พระราม 9,LOCATION
37032293,28,184,เจริญกรุง,LOCATION
37112144,29,19,แพกาญ,LOCATION
37112144,29,25,กาญ,LOCATION
37112144,29,38,เมืองกาญนะจ๊ะบุรี,LOCATION
37112144,29,728,ร้านดาดาโรตีโอ่ง,LOCATION
37112144,29,810,เมืองไทย,LOCATION
36978860,30,184,ไทย,LOCATION
36978860,30,200,ญี่ปุ่น,LOCATION
36978860,30,262,จีน,LOCATION
36978860,30,264,ญี่ปุ่น,LOCATION
36978860,30,292,ไทย,LOCATION
37054870,31,29,กรุงเทพ,LOCATION
37054870,31,34,จังหวัดอุบลราชธานี,LOCATION
37054870,31,64,อุบล,LOCATION
37054870,31,226,กทม.,LOCATION
37054870,31,240,ร้าน Ribmann,LOCATION
37054870,31,285,Palio,LOCATION
37054870,31,313,Palio,LOCATION
37054870,31,563,พระราม 9,LOCATION
36947586,33,160,หลีเป๊ะ,LOCATION
36947586,33,175,ศูยน์ศิริกิตต์,LOCATION
36947586,33,515,ดอนเมือง,LOCATION
36947586,33,517,หาดใหญ่,LOCATION
36947586,33,552,สนามบินหาดใหญ่,LOCATION
36947586,33,571,ท่าเรือปากบารา จังหวัดสตูล,LOCATION
36947586,33,672,เกาะหลีเป๊ะ,LOCATION
36947586,33,706,อุทยานแห่งชาติตะรุเตา,LOCATION
36947586,33,718,ศาลเจ่าพ่อตะรุเตา,LOCATION
36947586,33,725,เกาะตะรุเตา จังหวัดสตูล,LOCATION
36947586,33,788,เกาะไข่,LOCATION
36947586,33,792,หาดหินบน,LOCATION
36947586,33,796,เกาะหินงาม,LOCATION
36947586,33,802,เกาะอาดัง,LOCATION
36947586,33,806,เกาะราวี,LOCATION
36947586,33,883,อุทยานแห่งชาติหมู่เกาะตะรุเตา,LOCATION
36947586,33,958,เกาะตะรุเตา,LOCATION
36947586,33,995,เกาะตะรุเตา,LOCATION
36947586,33,1045,อ่าวตะโละวาว,LOCATION
36947586,33,1051,อ่าวตะโละอุดัง,LOCATION
36947586,33,1074,ตะรุเตา,LOCATION
36947586,33,1130,อ่าวตะโละอุดัง,LOCATION
36947586,33,1196,ช่องแคบมะละกา,LOCATION
36947586,33,1259,เกาะตะรุเตา,LOCATION
36947586,33,1277,อุทยานแห่งชาติตะรุเตา,LOCATION
36947586,33,1310,ศาลเจ่าพ่อตะรุเตา,LOCATION
36947586,33,1341,เกาะไข่ อ.เมือง จ.สตูล,LOCATION
36947586,33,1354,เกาะไข่,LOCATION
36947586,33,1378,จ.สตูล,LOCATION
36947586,33,1396,ซุ้มรักนิรันดร (Lovers Gate),LOCATION
36947586,33,1411,เกาะไข่,LOCATION
36947586,33,1443,จ.สตูล,LOCATION
36947586,33,1450,เกาะไข่ จ.สตูล,LOCATION
36947586,33,1464,เกาะตะรุเตา,LOCATION
36947586,33,1471,เกาะหลีเป๊ะ,LOCATION
36947586,33,1479,เกาะไข่ จ.สตูล,LOCATION
36947586,33,1494,หมู่เกาะไข่ จ.พังงา,LOCATION
36947586,33,1527,หมู่เกาะไข่ จ.พังงา,LOCATION
36947586,33,1546,เกาะไข่ใน,LOCATION
36947586,33,1550,เกาะไข่นอก,LOCATION
36947586,33,1555,เกาะไข่นุ้ย,LOCATION
36947586,33,1561,เกาะไข่ จ.สตูล,LOCATION
36947586,33,1584,เกาะไข่,LOCATION
36947586,33,1634,เกาะไข่ จ.สตูล,LOCATION
36947586,33,1641,เกาะไข่ ต.เกาะสาหร่าย อ.เมือง จ.สตูล,LOCATION
36947586,33,1654,เกาะไข่ ต.เกาะสาหร่าย อ.เมือง จ.สตูล,LOCATION
36947586,33,1667,เกาะไข่ ต.เกาะสาหร่าย อ.เมือง จ.สตูล,LOCATION
36947586,33,1680,เกาะไข่ ต.เกาะสาหร่าย อ.เมือง จ.สตูล,LOCATION
36947586,33,1697,ซุ้มรักนิรันดร,LOCATION
36947586,33,1708,จ.สตูล,LOCATION
36947586,33,1718,เกาะไข่ จ.สตูล,LOCATION
36947586,33,1745,ซุ้มรักนิรันดร,LOCATION
36947586,33,1749,ซุ้มประตูแห่งรัก,LOCATION
36947586,33,1755,ซุ้มประตูแห่งคู่รัก,LOCATION
36947586,33,1774,เกาะไข่ จ.สตูล,LOCATION
36947586,33,1798,ซุ้มรักนิรันดร,LOCATION
36947586,33,1863,ซุ้มรักนิรันดร เกาะไข่ ต.เกาะสาหร่าย อ.เมือง จ.สตูล,LOCATION
36947586,33,1879,ซุ้มรักนิรันดร เกาะไข่ จ.สตูล,LOCATION
36947586,33,1893,ซุ้มรักนิรันดร,LOCATION
36947586,33,1942,เกาะไข่,LOCATION
36947586,33,1958,ซุ้มรักนิรันดร,LOCATION
36947586,33,1989,ซุ้มรักนิรันดร,LOCATION
36947586,33,2007,จ.สตูล,LOCATION
36947586,33,2092,ซุ้มรักนิรันดร,LOCATION
36947586,33,2133,ซุ้มรักนิรันดร,LOCATION
36947586,33,2160,เกาะไข่ ต.เกาะสาหร่าย อ.เมือง จ.สตูล,LOCATION
36947586,33,2173,เกาะไข่ ต.เกาะสาหร่าย อ.เมือง จ.สตูล,LOCATION
36947586,33,2186,เกาะไข่ ต.เกาะสาหร่าย อ.เมือง จ.สตูล,LOCATION
36947586,33,2199,เกาะไข่ ต.เกาะสาหร่าย อ.เมือง จ.สตูล,LOCATION
36947586,33,2214,เกาะไข่ ต.เกาะสาหร่าย อ.เมือง จ.สตูล,LOCATION
36947586,33,2227,เกาะไข่ ต.เกาะสาหร่าย อ.เมือง จ.สตูล,LOCATION
36947586,33,2240,เกาะไข่ ต.เกาะสาหร่าย อ.เมือง จ.สตูล,LOCATION
36947586,33,2257,เกาะไข่ จ.สตูล,LOCATION
36947586,33,2269,ซุ้มรักนิรันดร,LOCATION
36947586,33,2322,เกาะหลีเป๊ะ,LOCATION
36947586,33,2341,เกาะไข่,LOCATION
36947586,33,2365,เกาะไข่,LOCATION
36947586,33,2409,เกาะไข่,LOCATION
36947586,33,2663,เกาะหลีเป๊ะ,LOCATION
36947586,33,2719,ถนนคนเดิน,LOCATION
36947586,33,2744,ถนนคนเดิน,LOCATION
36947586,33,2902,ถนนคนเดิน,LOCATION
36947586,33,2915,ถนนคนเดิน,LOCATION
36947586,33,2977,ถนนคนเดิน,LOCATION
36947586,33,3041,เกาะหลีเป๊ะ,LOCATION
36947586,33,3136,เกาะหินงาม,LOCATION
36947586,33,3140,เกาะหินซ้อน,LOCATION
36947586,33,3144,เกาะอาดัง,LOCATION
36947586,33,3148,เกาะราวี,LOCATION
36947586,33,3163,เกาะหินซ้อน,LOCATION
36947586,33,3477,เกาะหินงาม,LOCATION
36947586,33,3503,เกาะอาดัง,LOCATION
36947586,33,3564,เกาะหินงาม อุทยานแห่งชาติตะรุเตา จ.สตูล,LOCATION
36947586,33,3576,เกาะหินงาม,LOCATION
36947586,33,3588,เกาะอาดัง,LOCATION
36947586,33,3592,ราวี,LOCATION
36947586,33,3773,เกาะหินงาม,LOCATION
36947586,33,3780,หมู่เกาะอาดัง,LOCATION
36947586,33,3784,ราวี,LOCATION
36947586,33,3813,เกาะหลีเป๊ะ,LOCATION
36947586,33,3828,เกาะหินงาม,LOCATION
36947586,33,3833,เกาะจาบัง,LOCATION
36947586,33,3855,เกาะหินงาม,LOCATION
36947586,33,3967,เกาะหินงาม,LOCATION
36947586,33,3982,หมู่เกาะอาดัง,LOCATION
36947586,33,3986,ราวี,LOCATION
36947586,33,3997,เกาะหินงาม,LOCATION
36947586,33,4006,เกาะหลีเป๊ะ,LOCATION
36947586,33,4012,เกาะหินงาม,LOCATION
36947586,33,4017,เกาะจาบัง,LOCATION
36947586,33,4307,เกาะหลีเป๊ะ,LOCATION
36947586,33,4335,กรุงเทพ,LOCATION
36875160,34,259,อิมแพคเมืองทองธานี จังหวัดนนทบุรี,LOCATION
36875160,34,311,สวนพฤกษศาสตร์สมเด็จพระนางเจ้าสิริกิตติ์ อ แม่ริม จ เชียงใหม่,LOCATION
36875160,34,363,โรงเรียนนายร้อย จปร.จ.นครนายก,LOCATION
36875160,34,370,สถานพักฟื้นและพักผ่อนที่สวนสนประดิพัทธ์ จ.ประจวบฯ,LOCATION
36875160,34,383,สถานพักฟื้นและพักผ่อนล้านนา จ.เชียงใหม่,LOCATION
36875160,34,393,มูลนิธิแม่ฟ้าหลวง ในพระบรมราชูปถัมภ์,LOCATION
36875160,34,401,บ้านสวนแผ่นดินแม่ สุพรรณ,LOCATION
36875160,34,409,กลุ่มท่องเที่ยวชุมชนตำบลบ้านแหลม,LOCATION
36875160,34,418,พิพิธภัณฑ์กองทัพอากาศ,LOCATION
36875160,34,430,องค์การพิพิธภัณฑ์วิทยาศาสตร์แห่งชาติ (อพวช),LOCATION
36875160,34,438,กิจการน้ำพุร้อนสันกำแพง,LOCATION
36875160,34,446,Museum Siam,LOCATION
36875160,34,451,โครงการฟาร์มทะเลตัวอย่างตามพระราชดำริ,LOCATION
36875160,34,459,องค์การสวนสัตว์,LOCATION
36875160,34,463,ไปรษณีย์ไทย,LOCATION
36887224,35,12,ไทย,LOCATION
36887224,35,59,กรุงเทพ,LOCATION
36887224,35,61,อยุธยา,LOCATION
36887224,35,74,ภูเก็ต,LOCATION
36887224,35,78,กระบี่,LOCATION
36887224,35,90,กระบี่,LOCATION
36887224,35,92,เชียงใหม่,LOCATION
36887224,35,99,เชียงใหม่,LOCATION
36887224,35,106,ปาย,LOCATION
36887224,35,110,กรุงเทพ,LOCATION
36948254,38,302,ราชบุรี,LOCATION
36948254,38,312,วัดหนองหอย,LOCATION
36949870,39,10,เชียงใหม่,LOCATION
36949870,39,23,เชียงใหม่,LOCATION
36949870,39,241,ตลาดประตูเมืองเชียงใหม่,LOCATION
36949870,39,250,ไนท์บาซ่า,LOCATION
36949870,39,301,ตลาดประตูเชียงใหม่,LOCATION
36949870,39,335,สวนสาธารณะหนองบวกหาด,LOCATION
36949870,39,367,เซ็นทรัลเฟสติวอลเชียงใหม่,LOCATION
36949870,39,412,ไนท์ซาฟารี,LOCATION
36949870,39,569,ไนท์บาซ่า,LOCATION
36949870,39,742,ดอยสุเทพ,LOCATION
36949870,39,1078,พระตำหนักภูพิงค์,LOCATION
36949870,39,1127,ดอยสุเทพ,LOCATION
36949870,39,1178,ดอยสุเทพ,LOCATION
36949870,39,1320,สวนสัตว์เชียงใหม่,LOCATION
36949870,39,1541,ตลาดประตูเชียงใหม่,LOCATION
36949870,39,1573,ตลาดไนท์บาซ่า,LOCATION
36949870,39,1631,ดอยอิ,LOCATION
36949870,39,1674,อุทยานราชพฤกษ์,LOCATION
36949870,39,1798,ตลาดวโรรส,LOCATION
36949870,39,1988,เชียงใหม่,LOCATION
36949870,39,2090,ไนท์ซาฟารี,LOCATION
36834783,40,15,ไทย,LOCATION
36863690,41,17,เมืองไทย,LOCATION
36886145,42,15,กรุงเทพ,LOCATION
36886145,42,25,สุพรรณบุรี,LOCATION
36886145,42,75,หมู่บ้านมังกรสวรรค์,LOCATION
36886145,42,88,หมู่บ้านมังกรสวรรค์,LOCATION
36886145,42,93,ศาลเจ้าพ่อหลักเมือง,LOCATION
36886145,42,95,พิพิธภัณฑ์ลูกหลานพันมังกร,LOCATION
36886145,42,112,หมู่บ้านมังกรสวรรค์,LOCATION
36886145,42,145,สุพรรณบุรี,LOCATION
36886145,42,193,หมู่บ้านมังกรสวรรค์,LOCATION
36886145,42,220,ศาลเจ้าพ่อหลักเมือง,LOCATION
36886145,42,257,พิพิธภัณฑ์ลูกหลานพันธุ์มังกร,LOCATION
36886145,42,344,หมู่บ้านมังกรสวรรค์,LOCATION
36886145,42,348,ศาลเจ้าพ่อหลักเมือง,LOCATION
36886145,42,351,พิพิธภัณฑ์ลูกหลานพันธุ์มังกร,LOCATION
36886145,42,378,วัดพระศรีรัตนมหาธาตุ,LOCATION
36886145,42,388,สุพรรณบุรี,LOCATION
36886145,42,411,วัดพระศรีรัตนมหาธาตุ ,LOCATION
36886145,42,419,คุ้มขุนแผน,LOCATION
36886145,42,427,คุ้มขุนแผน,LOCATION
36886145,42,460,แม่น้ำท่าจีน,LOCATION
36886145,42,550,หอคอยบรรหาร,LOCATION
36886145,42,573,เมืองสุพรรณ,LOCATION
36886145,42,635,วัดป่าเลไลย์,LOCATION
36886145,42,711,พิพิธภัณฑ์สถานแห่งชาติสุพรรณบุรี,LOCATION
36886145,42,719,ศูนย์ราชการ,LOCATION
36886145,42,767,พิพิธภัณฑ์สถานแห่งชาติ,LOCATION
36886145,42,783,อ.ศรีประจัน,LOCATION
36886145,42,790,หมู่บ้านควาย,LOCATION
36886145,42,833,ตลาดร้อยปีสามชุก,LOCATION
36886145,42,853,อ.สามชุก,LOCATION
36886145,42,884,แม่น้ำท่าจีน,LOCATION
36886145,42,888,เรือนไทยสาคร,LOCATION
36930899,43,4,ตลาดน้ำ,LOCATION
36858765,44,24,เชียงใหม่,LOCATION
36826735,45,27,ศูนย์การประชุมแห่งชาติสิริกิติ์,LOCATION
36886114,46,13,อำเภอแม่สอด จ.ตาก,LOCATION
36886114,46,30,แม่สอด,LOCATION
36886114,46,79,แม่สอด,LOCATION
36886114,46,86,แม่สอด,LOCATION
36886114,46,258,สนามบินแม่สอด,LOCATION
36886114,46,638,วัดไทยสามัคคี,LOCATION
36886114,46,757,เมียวดี คอมเพล็กซ์,LOCATION
36886114,46,860,สนามบินแม่สอด,LOCATION
36886114,46,888,เมียวดี,LOCATION
36886114,46,912,ไทย,LOCATION
36886114,46,916,พม่า,LOCATION
36886114,46,929,ไทย,LOCATION
36886114,46,1142,เมียวดี,LOCATION
36886114,46,1145,เมียวดีคอมเพล็กซ์,LOCATION
36886114,46,1257,เมียวดีคอมเพล็กซ์,LOCATION
36886114,46,1628,อ.แม่สอด จ.ตาก,LOCATION
36886114,46,1660,แม่สอด,LOCATION
36886114,46,2168,สนามบินแม่สอด,LOCATION
36886114,46,2282,ธาราสปา แม่สอด,LOCATION
36886114,46,2346,แม่สอด,LOCATION
36938374,47,48,สุราษฎร์ธานี,LOCATION
36938374,47,60,ประเทศไทย,LOCATION
36938374,47,82,หัวหิน จังหวัดประจวบฯ,LOCATION
36938374,47,96,สุราษฎร์ฯ,LOCATION
36938374,47,109,เขื่อนเชี่ยวหลาน,LOCATION
36938374,47,132,ศูนย์สิริกิตย์,LOCATION
36938374,47,325,สนามบินสุวรรณภูมิ,LOCATION
36938374,47,332,สนามบินสุราษฏ์ธานี,LOCATION
36938374,47,421,สนามบินสุราษฎร์ฯ,LOCATION
36938374,47,644,กาญฯ,LOCATION
36938374,47,752,เขาสามเกลอ,LOCATION
36938374,47,1802,สะพานแขวนเขารูปหัวใจ,LOCATION
36938374,47,1807,สันเขื่อนรัชชประภา,LOCATION
36938374,47,1821,สะพานแขวนเขารูปหัวใจ,LOCATION
36938374,47,1851,ศาลหลักเมือง,LOCATION
36885590,49,34,บ้านช้างทูน,LOCATION
36885590,49,74,บ้านช้างทูน,LOCATION
36885590,49,156,จังหวัดตราด,LOCATION
36885590,49,185,จังหวัดตราด,LOCATION
36885590,49,225,วัดหนองบอน,LOCATION
36885590,49,229,อ.บ่อไร่,LOCATION
36885590,49,235,พิพิธภัณฑ์พลอย,LOCATION
36885590,49,255,พิพิธภัณฑ์พลอย,LOCATION
36885590,49,341,แม่น้ำตราด,LOCATION
36885590,49,446,อ.บ่อไร่,LOCATION
36885590,49,678,พิพิธภัณฑ์พลอย,LOCATION
36885590,49,693,ชุมชนบ้านช้างทูน,LOCATION
36885590,49,700,นิเวศพิพิธภัณฑ์บ้านช้างทูน,LOCATION
36885590,49,715,บ้านช้างทูน,LOCATION
36885590,49,843,นิเวศพิพิธภัณฑ์บ้านช้างทูน,LOCATION
36885590,49,976,ศาลเจ้าพ่อหลักเมือง,LOCATION
36885590,49,1114,วัดบุปผาราม,LOCATION
36885590,49,1126,วัดปลายคลอง,LOCATION
36885590,49,1136,จังหวัดตราด,LOCATION
36885590,49,1464,วันบุปผาราม,LOCATION
36885590,49,1506,สวนสละสมโภชน์,LOCATION
36885590,49,2117,ชุมชนริมน้ำจันทบูร,LOCATION
36885590,49,2130,ชุมชนริมแม่น้ำจันทบุรี,LOCATION
36885590,49,2177,จันทบุรี,LOCATION
36885590,49,2203,จันทบุรี,LOCATION
36885590,49,2287,แม่น้ำจันทบุรี,LOCATION
36885590,49,2291,สะพานข้ามแม่น้ำจันทบุรี,LOCATION
36885590,49,2390,บ้านช้างทูน,LOCATION
36885590,49,2429,ตราด,LOCATION
36885590,49,2432,หมู่บ้านช้างทูน,LOCATION
36885590,49,2492,จ.ตราด,LOCATION
36885590,49,2517,อ.บ่อไร่ จ.ตราด,LOCATION
36885590,49,2527,วัดหนองบอน,LOCATION
36885590,49,2533,นิเวศพิพิธภัณฑ์ ชอง บ้านช้างทูน,LOCATION
36885590,49,2547,เมืองตราด,LOCATION
36885590,49,2552,ศาลเจ้าพ่อหลักเมืองตราด,LOCATION
36885590,49,2556,พระวัดบุปผาราม,LOCATION
36885590,49,2562,สวนสละสมโภชน์,LOCATION
36848690,50,704,กาญนะจ๊ะบุรี,LOCATION
36848690,50,713,อุทยานแห่งชาติ ทองผาภูมิ,LOCATION
36848690,50,752,ปิล็อค บ้านอีต่อง,LOCATION
36848690,50,765,อุทยานแห่งชาติทองผาภูมิ,LOCATION
36848690,50,773,เนินกูดดอย,LOCATION
36754318,51,30,ศูนย์การประชุมแห่งชาติสิริกิติ์,LOCATION
36844449,52,72,หัวหิน,LOCATION
36844449,52,75,เขาใหญ่,LOCATION
36844449,52,77,พัทยา,LOCATION
36844449,52,79,สวนผึ้ง,LOCATION
