Thread,Index,Word,Label
49,715,บ้านช้างทูน,LOCATION
49,843,นิเวศพิพิธภัณฑ์บ้านช้างทูน,LOCATION
49,1114,วัดบุปผาราม,LOCATION
49,1126,วัดปลายคลอง,LOCATION
49,1136,จังหวัดตราด,LOCATION
49,1506,สวนสละสมโภชน์,LOCATION
49,2117,ชุมชนริมน้ำจันทบูรอาสนวิหารพระนางมารีอาปฏิสนธินิรมลชุมชนริมแม่น้ำจันทบุรี,LOCATION
49,2390,บ้านช้างทูน,LOCATION
49,2432,หมู่บ้านช้างทูน,LOCATION
49,2492,จ.ตราด,LOCATION
49,2517,อ.บ่อไร่ จ.ตราด,LOCATION
49,2527,วัดหนองบอน,LOCATION
49,2533,นิเวศพิพิธภัณฑ์ ชอง บ้านช้างทูน,LOCATION
49,2555,วัดบุปผาราม,LOCATION
49,2560,สวนสละสมโภชน์,LOCATION
50,704,กาญนะจ๊ะบุรี,LOCATION
50,752,ปิล็อค บ้านอีต่อง,LOCATION
50,773,เนินกูดดอย,LOCATION
52,72,หัวหิน,LOCATION
52,79,สวนผึ้ง,LOCATION
53,108,กิ่วแม่ปาน,LOCATION
53,131,ดอยสุเทพ,LOCATION
53,150,ประตูท่าแพ,LOCATION
53,164,ม่อนแจ่ม,LOCATION
53,169,ม่อนแจ่ม,LOCATION
54,21,มหาวิทยาลัยนเรศวร ที่จังหวัดพิษณุโลก,LOCATION
54,334,ภูหินร่องกล้า,LOCATION
54,379,ภูหินร่องกล้า,LOCATION
54,404,ลานหินปุ่ม,LOCATION
54,414,ลานหิวปุ่ม,LOCATION
54,438,ผาหัวใจหิน,LOCATION
54,492,ลานหินปุ่ม,LOCATION
55,803,บ้านน้ำเชี่ยว จังหวัดตราด,LOCATION
55,829,จังหวัดระยอง,LOCATION
55,841,สวนละไม,LOCATION
55,880,เกาะมันใน,LOCATION
55,884,เกาะมันกลาง,LOCATION
55,888,เกาะทะลุ,LOCATION
55,922,เกาะช้าง,LOCATION
55,958,เกาะกูดอ่าวพร้าวบีช,LOCATION
55,975,Ripleys Believe It or Not,LOCATION
55,1000,สวนน้ำการ์ตูนเนตเวิร์ค,LOCATION
55,1022,Teddy Bear Mesuem Pattaya,LOCATION
55,1268,เกาะฮอร์สชู,LOCATION
55,1297,Dinosaur Planet,LOCATION
55,1332,Snowtown เกตเวย์ เอกมัย,LOCATION
55,1348,เกาะเกร็ด,LOCATION
55,1670,สถานีศูนย์ประชุมแห่งชาติสิริกิติ์,LOCATION
57,301,วัดเขาสุกิม,LOCATION
57,308,ตำบลเขาบายศรี อำเภอท่าใหม่,LOCATION
57,464,วัดเขาสุกิม,LOCATION
57,579,ศาลสมเด็จพระเจ้าตากสินมหาราช,LOCATION
57,727,แฟมิลี่สแควร์,LOCATION
57,825,อำเภอแหลมสิงห์,LOCATION
57,1549,บางขุนเทียน,LOCATION
57,2174,โรงเรียนเบญจมราชูทิศ,LOCATION
57,2192,อาสนวิหารพระนางมารีอาปฏิสนธินิรมล,LOCATION
57,2204,อาสนวิหารพระนางมารีอาปฏิสนธินิรมล,LOCATION
57,2215,ตำบลจันทนิมิต อำเภอเมืองจันทบุรี,LOCATION
57,2261,ชุมชนริมน้ำจันทบรู,LOCATION
57,2647,ตำบลตะกาดเง้า อำเภอท่าใหม่,LOCATION
57,3532,ศูนย์ศึกษาธรรมชาติป่าชายเลนอ่าวคุ้งกระเบน,LOCATION
57,3542,ตำบลคลองขุด อำเภอท่าใหม่,LOCATION
57,3573,ศูนย์ศึกษาธรรมชาติป่าชายเลนอ่าวคุ้งกระเบน,LOCATION
57,3580,ศูนย์ศึกษาธรรมชาติป่าชายเลนอ่าวคุ้งกระเบน,LOCATION
57,3682,เนินนางพญา,LOCATION
57,3687,ตำบลสนามไชย อำเภอนายายอาม,LOCATION
57,3712,เนินนางพญา,LOCATION
57,3747,หาดคุ้งวิมาน,LOCATION
57,3813,จังหวัดระยอง,LOCATION
58,281,จังหวัดน่าน,LOCATION
58,445,สะพานตากผ้าซิ่น,LOCATION
58,581,วัดภูมินทร์,LOCATION
58,673,เสาดิน นาน้อย,LOCATION
58,692,อำเภอนาน้อย,LOCATION
59,5,สนามบินสุราษฯ,LOCATION
59,54,เกาะสมุย,LOCATION
59,77,เกาะนางยวน,LOCATION
59,81,เกาะเต่า,LOCATION
59,93,หมู่เกาะอ่างทอง,LOCATION
59,120,เกาะพงัน,LOCATION
59,151,เกาะสมุย,LOCATION
60,24,เกาะรัตนโกสินทร์,LOCATION
60,138,เกาะรัตนโกสิน,LOCATION
60,390,วัดพระแก้ว,LOCATION
60,477,เกาะรัตนโกสินทร์,LOCATION
60,772,เกาะรัตนโกสินทร์,LOCATION
60,930,สถานีตากสิน,LOCATION
60,936,แม่น้ำเจ้าพระยา,LOCATION
60,995,เกาะรัตนโกสิน,LOCATION
60,1003,เกาะพงัน,LOCATION
60,1007,เกาะสมุย,LOCATION
60,1130,เกาะรัตนโกสินทร์,LOCATION
60,1173,กองสลากเก่า,LOCATION
60,1394,วัดอมรินทาราม,LOCATION
60,1400,วัดมหาธาตุ,LOCATION
60,1403,วัดชนะสงคราม,LOCATION
61,164,ทุ่งโปรงทอง,LOCATION
61,419,ทุ่งโปรงทอง,LOCATION
61,426,ทุ่งโปรงทอง,LOCATION
61,432,ทุ่งโปรงทอง,LOCATION
61,441,ปากแม่น้ำประแส,LOCATION
61,449,ปากแม่น้ำประแส,LOCATION
61,459,อำเภอแกลง จังหวัดระยอง,LOCATION
61,502,ทุ่งโปรงทอง,LOCATION
61,667,ทุ่งโปรงทอง,LOCATION
61,753,ทุ่งโปรงทอง,LOCATION
61,813,อนุสรณ์เรือรบหลวงประแส,LOCATION
61,819,ศาลเจ้าพ่อประแส,LOCATION
61,824,หาดแม่รำพึง อุทยานแห่งชาติเขาแหลมหญ้า,LOCATION
61,838,เกาะกลอย,LOCATION
61,901,วัดตะเคียนงาม,LOCATION
61,1149,สนามบินมัลเปนซา,LOCATION
61,1158,สถานี Milano Centrale,LOCATION
61,1202,โอตารุ,LOCATION
62,38,จังหวัดแม่ฮ่องสอน,LOCATION
62,147,อำเภอปาย,LOCATION
62,155,อำเภอแม่สะเรียง,LOCATION
62,192,หมู่บ้านแพมบก อำเภอปาย,LOCATION
62,210,สะพานบุญ,LOCATION
62,221,สะพานบุญ,LOCATION
62,251,พระธาตุเจดีย์ ผ่านทุ่งนา,LOCATION
62,293,อำเภอปาย,LOCATION
62,302,สะพานบุญ,LOCATION
62,371,ถ้ำน้ำลอด (่ถ้ำลอด) อำเภอปางมะผ้า,LOCATION
62,580,หมู่บ้านนาปลาจาด อำเภอเมืองแม่ฮ่องสอน,LOCATION
62,690,หมู่บ้านนาปลาจาด,LOCATION
62,701,หมู่บ้านหัวแม่สุริน อำเภอขุนยวม,LOCATION
62,737,ทุ่งบัวตอง ดอยแม่อูคอ,LOCATION
62,758,ทุ่งบัวตอง,LOCATION
62,793,น้ำตกแม่สุริน,LOCATION
62,861,น้ำตกแม่สุริน,LOCATION
62,1058,หมู่บ้านห้วยห้อม อำเภอแม่ลาน้อย,LOCATION
62,1070,ตำบลห้วยห้อม อำเภอเเม่ลาน้อย,LOCATION
62,1081,อำเภอแม่ลาน้อย,LOCATION
62,1139,ห้วยห้อม,LOCATION
62,1166,อ.ขุนยวม,LOCATION
62,1200,หมู่บ้านผาผ่า อำเภอสบเมย,LOCATION
62,1212,บ้านห้วยห้อม,LOCATION
62,1239,หมู่บ้านบุญ,LOCATION
62,1429,หมู่บ้านแม่เหาะ อำเภอแม่สะเรียง,LOCATION
62,1455,จังหวัดเชียงใหม่,LOCATION
62,1507,น้ำตกแม่สวรรค์น้อย,LOCATION
63,112,หาดเฉวง,LOCATION
63,192,เซ็นทรัลฯ,LOCATION
63,270,หาดเฉวง,LOCATION
63,457,หาดบางรักษ์,LOCATION
63,505,หาดบางรักษ์,LOCATION
63,513,เฉวง,LOCATION
63,606,fisherman village,LOCATION
63,743,เฉวง,LOCATION
63,751,วัดบ่อผุดฯ,LOCATION
63,913,ไปรษณีย์เฉวง,LOCATION
64,197,หัวหิน,LOCATION
64,304,วังพระราชนิเวศน์ฯ,LOCATION
64,344,ชะอำ,LOCATION
64,351,จังหวัดเพชรบุรี,LOCATION
64,443,เกาะล้าน,LOCATION
64,513,หาดจอมเทียน,LOCATION
64,601,เกาะล้าน,LOCATION
64,616,แหลมบาลีฮาย,LOCATION
64,649,เกาะล้าน,LOCATION
64,664,หาดตาแหวน,LOCATION
64,704,สวนนงนุช ตลาดน้ำ4ภาค,LOCATION
64,714,เขาชีจรรย์,LOCATION
64,719,วิหารเซียน,LOCATION
64,722,เมืองโบราณ มิโมซ่า,LOCATION
64,742,walking street,LOCATION
64,780,บางแสน,LOCATION
64,803,บางแสน,LOCATION
64,835,อ่างศิลา,LOCATION
64,838,ตลาดหนองมน,LOCATION
64,984,จังหวัดระยอง,LOCATION
64,1038,อ่าวไผ่,LOCATION
64,1041,อ่าวลุงดำ,LOCATION
64,1045,อ่าวทับทิม,LOCATION
64,1048,อ่าววงเดือน,LOCATION
64,1061,เกาะช้าง,LOCATION
64,1112,จังหวัดตราด,LOCATION
64,1212,หาดคลองพร้าว,LOCATION
64,1216,น้ำตกคลองพลู,LOCATION
64,1240,เกาะช้าง,LOCATION
64,1255,เกาะกูด,LOCATION
64,1277,เกาะกูด,LOCATION
64,1350,เกาะกูด,LOCATION
64,1406,จังหวัดตราด,LOCATION
64,1482,เกาะกูด,LOCATION
64,1501,อ่าวมาหยา,LOCATION
64,1506,เกาะพีพี,LOCATION
64,1510,เกาะตะปู,LOCATION
64,1513,เกาะปันหยี,LOCATION
64,1630,เกาะภูเก็ต,LOCATION
64,1635,หาดป่าตอง,LOCATION
64,1638,หาดกะตะ,LOCATION
64,1641,หาดกะรน,LOCATION
64,1707,อ่าวมาหยา,LOCATION
64,1712,หมู่เกาะพีพี,LOCATION
64,1716,อ่าวมาหยา,LOCATION
64,1721,หมู่เกาะพีพี,LOCATION
64,1791,เกาะตะปู,LOCATION
64,1825,เกาะตะปู,LOCATION
64,1862,เกาะปันหยี,LOCATION
64,1956,ทะเลแหวก,LOCATION
64,1959,อ่าวพระนาง,LOCATION
64,1962,อ่าวไร่,LOCATION
64,1967,เกาะปอดะ,LOCATION
64,2016,อ่าวนาง,LOCATION
64,2021,อ่าวพระนาง,LOCATION
64,2036,อ่าวนาง,LOCATION
64,2066,อ่าวนาง,LOCATION
64,2113,ทะเลแหวก,LOCATION
64,2116,อ่าวไร,LOCATION
64,2171,เกาะรอก,LOCATION
64,2174,หาดไร่,LOCATION
64,2179,วัดถ้ำเสือ,LOCATION
64,2183,ทะเลแหวก,LOCATION
64,2186,เกาะพีพี,LOCATION
64,2190,อ่าวมาหยา,LOCATION
64,2195,เกาะลันตา,LOCATION
64,2214,อ่าวนาง,LOCATION
64,2250,เกาะสิมิลัน,LOCATION
64,2253,เกาะตาชัย,LOCATION
64,2269,เกาะสิมิลัน ตาชัย,LOCATION
64,2302,เกาะสิมิลัน,LOCATION
64,2310,เกาะตาชัย,LOCATION
64,2318,จังหวัดพังงา,LOCATION
64,2377,สนามบินภูเก็ต,LOCATION
64,2390,เขาหลัก,LOCATION
64,2400,เกาะสิมิลัน,LOCATION
64,2403,ตาชัย,LOCATION
64,2479,เกาะตาชัย,LOCATION
64,2630,เกาะสิมิลัน ตาชัย,LOCATION
64,2665,หลีเป๊ะ,LOCATION
64,2672,หลีเป๊ะ,LOCATION
64,2724,หลีเป๊ะ,LOCATION
64,2776,เกาะหินงาม,LOCATION
64,2785,หลีเป๊ะ,LOCATION
64,2797,จังหวัดสตูล,LOCATION
64,2883,ตลาดเกษตร,LOCATION
64,2894,ท่าเรือปากบารา,LOCATION
64,2909,หลีเป๊ะ,LOCATION
64,2950,ถ้ำมรกต,LOCATION
64,2953,สิเกา,LOCATION
64,2996,สิเกา,LOCATION
64,3000,ปากเมง,LOCATION
64,3017,ถ้ำมรกต,LOCATION
64,3117,ถ้ำมรกต,LOCATION
64,3120,ปากเมง,LOCATION
64,3124,สิเกา,LOCATION
64,3135,ถ้ำเขากอบ,LOCATION
64,3173,ปากเมง,LOCATION
64,3194,เกาะนางยวน,LOCATION
64,3198,เกาะเต่า,LOCATION
64,3200,เกาะนางยวน,LOCATION
64,3204,เกาะเต่า,LOCATION
64,3251,ทะเลแหวก,LOCATION
64,3269,เกาะนางยวน,LOCATION
64,3289,เกาะนางยวน,LOCATION
64,3293,เกาะเต่า,LOCATION
64,3380,ท่าเรือลมพระยา,LOCATION
64,3413,เกาะเต่านางยวน,LOCATION
64,3432,เกาะเต่า,LOCATION
64,3444,เกาะนางยวน,LOCATION
64,3494,เกาะพะงัน,LOCATION
64,3597,เกาะสมุย,LOCATION
64,3602,เกาะพงัน,LOCATION
64,3624,เกาะพะงัน,LOCATION
64,3665,เกาะนางยวน,LOCATION
64,3669,เกาะเต่า,LOCATION
64,3682,เกาะเต่า,LOCATION
64,3724,หัวหิน,LOCATION
64,3727,ชะอำ พัทยา,LOCATION
64,3732,เกาะล้าน,LOCATION
64,3735,บางแสน,LOCATION
64,3765,เกาะช้าง,LOCATION
64,3768,เกาะกูด,LOCATION
64,3771,เกาะเต่า,LOCATION
64,3774,เกาะนางยวน,LOCATION
64,3780,เกาะพงัน,LOCATION
64,3786,จังหวัดตราด,LOCATION
64,3817,เกาะพีพี,LOCATION
64,3823,ตาชัย,LOCATION
64,3833,หลีเป๊ะ,LOCATION
64,3836,สิเกา,LOCATION
64,3839,ทะเลแหวก,LOCATION
64,4158,จูไห่,LOCATION
64,4163,เวเนเชี่ยน,LOCATION
64,4219,หลีเป๊ะ,LOCATION
64,4234,เกาะหินงาม,LOCATION
64,4252,เกาะล้าน,LOCATION
64,4301,ถ้ำมรกต,LOCATION
64,4352,เกาะช้าง,LOCATION
64,4385,เกาะนางยวน,LOCATION
64,4389,เกาะเต่า,LOCATION
64,4412,ดอยอ่างขาง,LOCATION
64,4447,วัดพระแก้ว ท่ามหาราช,LOCATION
65,118,ถนนบ้านใหม่ ต.ในเวียง อ.เมือง จ.แพร่,LOCATION
65,270,จังหวัดแพร่,LOCATION
65,274,จังหวัดน่าน,LOCATION
66,62,วัดพระแก้ว,LOCATION
66,66,พระที่นั่งอนันต์,LOCATION
66,169,วัดพระแก้ว,LOCATION
67,49,ตลาดร้อยปี,LOCATION
68,280,ตลาดเช้าวัดกลางบางแก้ว,LOCATION
68,473,ตลาดบางปลาม้า,LOCATION
68,504,มังกรสวรรค์,LOCATION
68,531,วัดคีรีวงศ์,LOCATION
68,762,วัดพระศรีรัตนมหาธาตุวรมหาวิหาร,LOCATION
68,770,วัดพระพุทธชินราช,LOCATION
68,2227,วัดศรีชุม,LOCATION
68,2248,วัดศรีชุม,LOCATION
68,2378,วัดศรีชุม,LOCATION
68,2386,วัดช้างล้อม,LOCATION
68,2406,วัดช้างล้อม,LOCATION
68,2560,วัดช้างล้อม,LOCATION
68,2612,แก่งกระจาน,LOCATION
68,2615,เกริงกราเวีย/แก่งส้มแมว,LOCATION
68,3091,แยกทุ่งเศรษฐี,LOCATION
71,43,พระราชวังบางปะอิน,LOCATION
71,55,พระราชวังบางปะอิน,LOCATION
71,80,พระที่นั่งไอศวรรย์ทิพยอาสน์,LOCATION
71,90,พระที่นั่งวโรภาษพิมาน,LOCATION
71,252,วัดราชบูรณะ,LOCATION
72,233,เกาะยอ,LOCATION
72,248,สนามบินนานาชาติเชียงใหม่,LOCATION
72,360,มินมาน,LOCATION
72,379,มินมานซอย 13,LOCATION
72,423,มินมาน,LOCATION
72,439,ดอยสุเทพ,LOCATION
72,519,วัดร่องขุ่น,LOCATION
72,523,สามเหลี่ยมทองคำ,LOCATION
72,528,ชายแดนไทย ลาว พม่า,LOCATION
72,568,แม่สายชายแดนไทยพม่า,LOCATION
72,652,มินมาน,LOCATION
73,26,หาดเจ้าสำราญ ชะอำ,LOCATION
74,65,เกาะเต่า,LOCATION
74,68,เกาะนางยวน,LOCATION
77,270,อำเภอป่าซาง บ้านโฮ่ง,LOCATION
77,290,อำเภอบ้านโฮ่ง,LOCATION
77,303,อำเถอบ้านโฮ่ง,LOCATION
77,650,หมู่บ้านผาต้ายเหนือ,LOCATION
77,665,อุทธยานแห่งชาติแม่ปิง,LOCATION
